post_shortcode,commenter_username,comment_text,comment_likes
DFXG2mXoGj6,<Profile sashi.muggu20 (6267107505)>,,0
DFXG2mXoGj6,<Profile ms.mahendra (4902853829)>,"By wired report it's sending all the user data to the home country, so if you wants your data to be shared with china then feel free to use it.",0
DFXG2mXoGj6,<Profile ashishxsingh_here (23084902853)>,Model aaya nhi course pahle aa gye :face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile ashishxsingh_here (23084902853)>,Chitti 3.0 loading..........,0
DFXG2mXoGj6,<Profile __greg_masih__19 (1902634254)>,,0
DFXG2mXoGj6,<Profile divkarakshay (2177030996)>,Paid promotion hai ye,0
DFXG2mXoGj6,<Profile _sandeep_74_ (2233520710)>,AI replacing AI :woozy_face:,0
DFXG2mXoGj6,<Profile yaassh_22 (33511419891)>,Chatgpt lost his job as AI what about us :),0
DFXG2mXoGj6,<Profile _chandan_8006 (5117617670)>,In India how to get course at lowest price :(,0
DFXG2mXoGj6,<Profile sbsight (52813790098)>,Acc. to media India has forward than Pakistan and they used to compare Pakistan not China....:crying_face:,0
DFXG2mXoGj6,<Profile ____.shakil.____ (7096581247)>,Ask what happened in Tiananmen Square 1989,0
DFXG2mXoGj6,<Profile ___marimo.zoro (6573323265)>,The logo reminds me of a game :skull:,1
DFXG2mXoGj6,<Profile nidhi.gupta.05 (65598324249)>,Try Kimi even better and free,0
DFXG2mXoGj6,<Profile himanshv_ (38756723726)>,Nvidia+ Deep seek :skull:,0
DFXG2mXoGj6,<Profile sohail_.4_u (38489566881)>,,0
DFXG2mXoGj6,<Profile ashutxshhh_ (9903471670)>,Ladki dekhne de deta..reel ka neon man Banrha hai:melting_face:,0
DFXG2mXoGj6,<Profile aryan_tomar.2341 (34500926554)>,:loudly_crying_face::loudly_crying_face:,0
DFXG2mXoGj6,<Profile rvdabhi1923 (28936790752)>,US IT market ki laga di hai abhi se hi... $600 billion :face_with_open_mouth::face_with_open_mouth::face_with_open_mouth:,3
DFXG2mXoGj6,<Profile adi_singhal.123 (16587166189)>,bhaiya check out Metabees it's Indian and very competent :fire::fire::fire::fire:,0
DFXG2mXoGj6,<Profile rahul.___x (4553177447)>,Don’t use it :skull:,0
DFXG2mXoGj6,<Profile engineer_hoon_bhagwaan_nahi (32437470812)>,Bhaiya wo pehle wale reel ki link dedo :backhand_index_pointing_right::backhand_index_pointing_left: deepseek to install kr liya,0
DFXG2mXoGj6,<Profile onyxkrish (57066520837)>,"Brother how i make tools by using ai .tool like unlocking modem ,etc",0
DFXG2mXoGj6,<Profile novametrix.in (71232998596)>,"I personally use it, and IT IS BETTER THAN ChatGPT. :fire:",0
DFXG2mXoGj6,<Profile parshant_desai (63929138500)>,China?,0
DFXG2mXoGj6,<Profile follow_.er (55948013920)>,India - Astrotalk,0
DFXG2mXoGj6,<Profile aree_haan_wahi_haan (49605326686)>,Sponsored,0
DFXG2mXoGj6,<Profile baldeepdhurkot (47174885962)>,#bycottdeepseek because I'm Share holder of Nvidia,0
DFXG2mXoGj6,<Profile yash_kumar_sh (7770582470)>,"Kitna Paisa khaya, pura private data kha jaega tera",0
DFXG2mXoGj6,<Profile _.gujjar07 (6174132850)>,Tu China :China: maal use kar me Astrotalk use karta hu pure made in indian baba,0
DFXG2mXoGj6,<Profile novametrix.in (71232998596)>,"We are the Deepseek of Designs, most efficient design at the friction of cost. :fire::fire:",0
DFXG2mXoGj6,<Profile naveen_baradi (4391235895)>,Try perplexity. Ai,0
DFXG2mXoGj6,<Profile justaquestxon (46501324752)>,:skull:,0
DFXG2mXoGj6,<Profile ifeelnayaab (64605518320)>,We definitely needed a rival monopoly is not good for consumers,0
DFXG2mXoGj6,<Profile thisisraktim (6848139858)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile s_semwal_ji (54647175923)>,Parth abb is rath ko sales marketing ki taraf la chalo:face_with_tears_of_joy::rolling_on_the_floor_laughing:,2
DFXG2mXoGj6,<Profile johar._.kamran (21449984453)>,This one just is side project :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile rantu.9_11 (67940965955)>,Bc AI hi jobless ho gya:rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile letmethink_man (9050116165)>,Ask him about Arunachal Pradesh :clown_face:,0
DFXG2mXoGj6,<Profile theshubhham (59939860018)>,Copilot :skull:,0
DFXG2mXoGj6,<Profile sunidhi_jn (7837300845)>,Yes send,0
DFXG2mXoGj6,<Profile nightwingkills (8240627143)>,ye sab toh pata hai jo main technical baat thi web and deep think wali woh toh tune batai nhi?,0
DFXG2mXoGj6,<Profile manishmaharr (58344831346)>,भाई क्रोम पर ये सबसे अच्छा वीडियो सर्च कर सकते हैं :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile devasylum_ (7805164553)>,Video Call :skull::skull:,0
DFXG2mXoGj6,<Profile a.a.g.funny (62836389083)>,kyun gyaan chodne aa jata h mc :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile talha_w11 (32175808667)>,"Mn almost 1 week chatgpt pr 1 website ka liya
animation bna rha tha pr gtp as per mn
imagination output nhi delivery kr rha tha muja aj
he deepseek ai ka bara mn pta chla or us na 4th
prompt pr muja myri animation bna di",0
DFXG2mXoGj6,<Profile joyboy0.1 (54135761888)>,Know search about chinese gov and Arunachal Pradesh :skull:,0
DFXG2mXoGj6,<Profile rknagyan3 (52199647841)>,Bhai tum bhi kuch banalo ya mandir hindu muslim me hi uljhe rahoge,0
DFXG2mXoGj6,<Profile rohann_parkar (8147905213)>,Bhai itna sexy cutout kaise nikala :pleading_face:,0
DFXG2mXoGj6,<Profile viraj_mm (4349092160)>,Ai taking human’s jobs:cross_mark: Ai taking Ai’s jobs:check_mark_button::fire:,0
DFXG2mXoGj6,<Profile gouribiswas_ (4845541412)>,:face_with_tears_of_joy::face_with_tears_of_joy::fire:,0
DFXG2mXoGj6,<Profile ashmit_1277 (7378779879)>,Power of having open source project vs big corporation keeping it paid and closed source,0
DFXG2mXoGj6,<Profile _starlight_07._ (66973685033)>,USA:GPT CHINA:DEEPSEEK INDIA:ASTROTALK,0
DFXG2mXoGj6,<Profile _stephen_69_ (48564359567)>,This is really kinda revolutionary bcoz of the effect it put on US market like made loss of trillion of dollars  of companies like nvidia and google and all by a startup company by 1/4th of the money than other companies invest in the modifications and all!,0
DFXG2mXoGj6,<Profile ashish.landge (2368188909)>,Bhai chinese mal hai...saree information udhar jaigi,0
DFXG2mXoGj6,<Profile shubham__godse (6709249192)>,"Bhai aise kon dhakka deta hai
Udd gayi bichari :crying_face:",0
DFXG2mXoGj6,<Profile undercoverstriker (4152925387)>,Chat GPT meri job lagwane mein help krra tha bechara khud ki job se hath dho betha,0
DFXG2mXoGj6,<Profile firewall_break_er (39476542222)>,"Deepseek ""How Can I Help U"":skull:, Chat GPt ""How can I assist u"":skull_and_crossbones:, & U "" Course, course, course...:repeat_button:"":clown_face::clown_face:.",0
DFXG2mXoGj6,<Profile symposium555 (70396520355)>,China ki App,0
DFXG2mXoGj6,<Profile ravi_jani718 (3114134647)>,"Search "" Arunachal pradesh is state of ? "" to deepseek and find it yourself :clapping_hands::clapping_hands:",0
DFXG2mXoGj6,<Profile itspukhrajsharma (51754815429)>,"Are bhai, gadha hai DeepSeek, just ask Who is our leader or ask Tell me something about Tank man",0
DFXG2mXoGj6,<Profile chandan_27_94 (55230507595)>,Astrotalk,0
DFXG2mXoGj6,<Profile the_litsoul28 (4469875521)>,DeepSeek was hit by a cyber attack yesterday.,0
DFXG2mXoGj6,<Profile deepbhardwaj_ (6214216373)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile sid.mirza_ (5574828901)>,:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile hx_tren (7521096350)>,arey tu hat bhai,0
DFXG2mXoGj6,<Profile ppriyanshu._ (4242753113)>,Ai vs Ai :skull::fire:,0
DFXG2mXoGj6,<Profile aditivats_30 (5704800298)>,:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile itsz_aaditya (8668741161)>,Video call :face_with_monocle:,0
DFXG2mXoGj6,<Profile _heyy.abhishek (13445753338)>,india - astrotalk,0
DFXG2mXoGj6,<Profile ajju_bisht__ (49879961792)>,Maide in china hai bhai kha Tak chalega :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile agent___rahul (1952524859)>,Bhag bsdk,0
DFXG2mXoGj6,<Profile kartikkk.01 (7957828750)>,Why everyone is talking about this?,0
DFXG2mXoGj6,<Profile rai_suhang37 (57386603331)>,":rolling_on_the_floor_laughing:that shit killed me, the way he pushed:rolling_on_the_floor_laughing: that smooth transition:rolling_on_the_floor_laughing: Get tf out, You have done you part. Now audience full engaged:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",0
DFXG2mXoGj6,<Profile network.piyush7 (1540376384)>,People who do not know about Indian Version its Chat Sutra,0
DFXG2mXoGj6,<Profile _swatika_m (2228238835)>,Mereko image wala feature chahiye bhai.,0
DFXG2mXoGj6,<Profile 1ahmedk_ (2249723995)>,Bkl aisa ainda na krna block krdunga,0
DFXG2mXoGj6,<Profile madhu_raj_katal (45087244565)>,VOLKAi,0
DFXG2mXoGj6,<Profile jyotsnaoberaichandak (1712970361)>,Toh ladkiya na pade? :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile _abhishek_totre (7246852212)>,Agaya clout lene,0
DFXG2mXoGj6,<Profile khayali_musawar (1767259227)>,Kabhi Duniya Me 1 Khoon Maff Hota To Me iska Kar Deta,0
DFXG2mXoGj6,<Profile itzaxb (3005279151)>,,0
DFXG2mXoGj6,<Profile abushanansaari (7568709210)>,Ladai Lama ke bare mein puchho,0
DFXG2mXoGj6,<Profile sunsgloryyy (2928830349)>,"@ezsnippet But considering it's Chinese Lineage, would it be safe to use ? :face_in_clouds:",0
DFXG2mXoGj6,<Profile ravixcamera (57535067333)>,:slightly_smiling_face::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: crazy!,0
DFXG2mXoGj6,<Profile ajay_kundgir (8900252683)>,Bhai wo starting wale vdo ka link bhejna toh :new_moon_face:,0
DFXG2mXoGj6,<Profile oye_wiwake (55735524096)>,Bhai vo piche ladko ki mundi gyab ho gyi generative fill me :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile yash_dahiwal_05 (5589475550)>,This is basically chinese app kindly use accordingly,0
DFXG2mXoGj6,<Profile _sonusahofficial (9772018072)>,Isme puche indian state and territories,0
DFXG2mXoGj6,<Profile _imfaisalkhan (2067920940)>,"Unpopular opinion, but create another account where you add all these videos which you abruptly cut.",0
DFXG2mXoGj6,<Profile itx_khallaad_waheed (4124181627)>,Je course link?,0
DFXG2mXoGj6,<Profile abhay_arbole (3040213206)>,Chinese  promoter,0
DFXG2mXoGj6,<Profile iota__7 (70808258746)>,It's made in china,0
DFXG2mXoGj6,<Profile __onnob__ (1473881358)>,Ye Saab choro. Who dat chick?,0
DFXG2mXoGj6,<Profile poppinprabhu (1557604378)>,Ban china ?,0
DFXG2mXoGj6,<Profile lakshay3274 (3968889896)>,What if China is secretly spying using this deepseek. Infact name bhi h deep seek :skull::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile shiv_i_am_25 (223976704)>,Bhaai man jaaooo yrrr mat kiya karo,0
DFXG2mXoGj6,<Profile saad.bin.zulfiqar (33936182055)>,Nvidia tsmc shareholder's:face_with_open_mouth::face_with_open_mouth::face_with_open_mouth:,0
DFXG2mXoGj6,<Profile d.anjum.a1 (58678865884)>,Bhai Aaj hi company walon ne mana kr diya hai or system me permission daal diye:crying_face:,0
DFXG2mXoGj6,<Profile cest.anonyme10 (57569953022)>,"don't use deepseek , it's a Chinese controlled AI with limited censored information. Look up - tiananmen massacre or taiwan on it , to confirm it",0
DFXG2mXoGj6,<Profile 5298.sabbir (57683040007)>,"@ezsnippet this was really legit one:face_with_tears_of_joy:, love from bottom of my heart, and love from BD:sparkling_heart::sparkles:",1
DFXG2mXoGj6,<Profile a.a.h.n.a.a (44923520043)>,Sirf ldke?,0
DFXG2mXoGj6,<Profile saurabh.k.srivastva (4587996251)>,Chat gpt k sath game ho gya :rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile mosim007 (3079590390)>,"@ezexplains @ezsnippet yeh pucho, Tell me about Indo-China war?",0
DFXG2mXoGj6,<Profile alkamy_69 (58052939786)>,,0
DFXG2mXoGj6,<Profile oye_bnay (59531471512)>,"Sir , apke ye wale editing toh AI se v kam nhi:face_with_tears_of_joy:",1
DFXG2mXoGj6,<Profile shivoxzm (12860710518)>,Bhai ye accha tha :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile igniting.sparkplug (65856627636)>,Is that a blue whale in the logo? :eyes:,0
DFXG2mXoGj6,<Profile miss_crunk (1925964465)>,Bhaiya Deep Seek ko pooch lo aapko ladki kab milegi !,0
DFXG2mXoGj6,<Profile miss_crunk (1925964465)>,"Bhaiya Deep seek wale agree nahi karenge becoz of Trump’s export tarrif clauses , but they used 50000 GPU from Nvidia",0
DFXG2mXoGj6,<Profile harsh__verma07 (9955653191)>,India has Sutram. It is not that good but one day it will. Till now we can use it and promote it.,0
DFXG2mXoGj6,<Profile kunalkohliii (4666513891)>,"Deepseek is using old Nvidia chips, not the new AI ones. Completed your research:grinning_face:",0
DFXG2mXoGj6,<Profile tushar.bhatnagar_ (32343917375)>,Abe bhai wapas la usy :relieved_face:,0
DFXG2mXoGj6,<Profile tawkeer__khan (39718957870)>,How to create AI agents,0
DFXG2mXoGj6,<Profile shivanshmundra099 (7943288630)>,Kal ghira na market deepseek ka kamal :face_with_peeking_eye:,1
DFXG2mXoGj6,<Profile rahul_kapoor909 (65571699649)>,I don't understand the whole logic behind r1 o1. So if you are saying r1 applies reasoning then the response given without r1 lacks reasoning?? Why have two unnecessary modes and keep r1 only. And even if there has to be a premium version it must be something like niche domain llm capabilities something like that?,0
DFXG2mXoGj6,<Profile utk_neeru (48838909570)>,:face_with_tears_of_joy::face_with_tears_of_joy: meanwhile in cryto also....,0
DFXG2mXoGj6,<Profile sameerjamadar_ (16562651545)>,Aarey yaar chat-gpt se acchi khasi bonding hogayi thi :loudly_crying_face:,0
DFXG2mXoGj6,<Profile mrjamespaney (55017996578)>,The more you learn; The more you Earn.:skull:,0
DFXG2mXoGj6,<Profile rockpapercizors (34354035430)>,Hume nahi padhna pls reels dekhne do:loudly_crying_face:,1
DFXG2mXoGj6,<Profile drmanpreet_singh_ (1156577208)>,China ka hai dhyan se,0
DFXG2mXoGj6,<Profile sarthak.novelties (71807691150)>,Unable to join your broadcast channel,0
DFXG2mXoGj6,<Profile filmy.freak143 (49970672316)>,Areeeeeeeeeeeeeeeee :loudly_crying_face::rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile zaid_edm (4031254432)>,Ab AI khud safe nahi hai market tumhari job kya khaak safe rahegi?,0
DFXG2mXoGj6,<Profile mandipkumarmodak (54629554323)>,Image upload Kar sakte hai bro,1
DFXG2mXoGj6,<Profile _gustave__ (51683220604)>,"But this app is totally under Chinese Government influence :grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat: Try asking it some questions like, What is Taiwan? Tiananmen Square protests? Next Dalai Lama? It will say 'Sorry, that's beyond my current scope. Let's talk about something else.' :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:",0
DFXG2mXoGj6,<Profile srikar_bharat_37 (57175210297)>,Arey hatt na padhne de hum ladke ko :face_with_tears_of_joy::rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile itzzz__sam (18300260357)>,Parsaan na kar :skull::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile vk2.5 (7716604251)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile harshm_57 (9541049757)>,DeepSeek:cross_mark: JobSeek:check_mark_button:,0
DFXG2mXoGj6,<Profile h.a.r.s.h._.12 (69368562110)>,Ai ki hi maa chudgyi yha to:loudly_crying_face::loudly_crying_face::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile viissshhhhaaaaal (4151313603)>,Divide and rule. Well played humans :skull:,0
DFXG2mXoGj6,<Profile samueljoseph07 (32921301586)>,Bhai kal hi toh aaya hai abhi free course kaise ban gaya:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile yasinalyani (46286542069)>,:raising_hands::raising_hands::raising_hands:,0
DFXG2mXoGj6,<Profile ___certified.racist___ (11814292956)>,Ekbar search karna how many union territories there are in india:cat_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile emanresu.1896 (30672084621)>,Deepseek is faster and better,0
DFXG2mXoGj6,<Profile asif.mazhar190 (58763061419)>,:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile gemsinsider (47916731383)>,That how a paid marketing work :raising_hands: Deepthink wave :water_wave:,0
DFXG2mXoGj6,<Profile vikramtakhar1 (4276906106)>,Kisnai bola image nhi daal sakte :rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile _vikramaditya_chaudhary (1499360975)>,@n4vcam :fire::fire::fire:,0
DFXG2mXoGj6,<Profile jagrukindian1213 (44926327435)>,We have astrotalk and godi media AI:crying_face:,0
DFXG2mXoGj6,<Profile rahulgillx (53778412645)>,stfu,0
DFXG2mXoGj6,<Profile _._shailesh (1975766224)>,"USA- ChataGPT
China- Deepseek
India- Astro talk",0
DFXG2mXoGj6,<Profile gazi__ashiq (1481194750)>,6b,0
DFXG2mXoGj6,<Profile kartheek_chekka (2129015443)>,"Bruh, ask deepseek about Chinese government it says it is beyond the ability but it can do programming which isn’t it’s beyond ability to do… hope Indian gvrt also provide funding to create our own AI models :raising_hands:",0
DFXG2mXoGj6,<Profile anas_01.a.a (3070568100)>,Goofy bhai :skull:,0
DFXG2mXoGj6,<Profile sweet.but.psycho.xoxo (47801759391)>,@anuragchauhanuk aapke jaisa lagta hai sir,0
DFXG2mXoGj6,<Profile pranjalagarwal618 (61148784239)>,Paresan na kareee:rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile apurvsiddharth (4518340793)>,"""tony stark was able to build this in a cave..... with a box of scraps"" :loudly_crying_face:",0
DFXG2mXoGj6,<Profile shadabs_tv (16652012762)>,Bhai 1 week pehle hi chatgpt ko detail me padhna start Kiya tha or ab ye naya Deepseek agaya:smiling_face_with_tear:,0
DFXG2mXoGj6,<Profile miilliebiswas (4067323139)>,"We have stopped using game, now they have used different ways to collect data.",0
DFXG2mXoGj6,<Profile _bhasmasur0 (54556835600)>,Type it where is 7 syster state and arunachal pradesh :thumbs_up:,0
DFXG2mXoGj6,<Profile mu.karram43 (62176173401)>,:face_with_tears_of_joy:bc,0
DFXG2mXoGj6,<Profile sketch_rajpoot (7079041678)>,Server busy,0
DFXG2mXoGj6,<Profile spamfromzamin (68077822055)>,Bruh file upload option is available on mobile app,0
DFXG2mXoGj6,<Profile abhishekbae (7929529369)>,Nvidia shares got down by 2%,0
DFXG2mXoGj6,<Profile rohan_d1995 (1373655648)>,Is it safe to use deep seek are there any data privacy issues I have also read articles which are going around as this belongs to China,0
DFXG2mXoGj6,<Profile own_akash.07_ (12262478216)>,Ture :fire:,0
DFXG2mXoGj6,<Profile humour_les (1590424317)>,Ai Job khayega pr khud ka :skull::clown_face:,0
DFXG2mXoGj6,<Profile yeshi1376 (6308335454)>,"Bro, try asking 'Arunachal is part of India or China?' Ask to criticise Narendra Modi and Xi Jingping and see the differences. DeepSeek gives you a biased reply.Regardless of current trends or advancements in intelligence, an Al model that fails to address crucial factors like -bias and transparency-should be deemed a failed project. This is Chinese propaganda after tiktok. So everyone be careful.",0
DFXG2mXoGj6,<Profile majotra_karan (5990846052)>,"Bhai mat bnao aisi reel , nvidia ke itne saare share hai , kal aise bhi crash hogaya tha firse hojayega",0
DFXG2mXoGj6,<Profile mohammednawaz06 (56187105661)>,Yah bhosdi wale ki job Chali gai,0
DFXG2mXoGj6,<Profile kurumi_chan_ll (56381028327)>,Bhai aap kuch trading ki tips dedo,0
DFXG2mXoGj6,<Profile pallav_ra1 (69894620557)>,Mat promote karo Chinese,0
DFXG2mXoGj6,<Profile rohangautam74 (36163130397)>,Deepseek se Chatgpt Ke shares aur Gemini ko kafi loss hua Hai.,0
DFXG2mXoGj6,<Profile rohangautam74 (36163130397)>,Yah coding aur mathematics problem solved mein no. 1 ho gaya hai.,0
DFXG2mXoGj6,<Profile rohangautam74 (36163130397)>,China ka maal Hai chal gaya to Raat Tak Na Chala to Sham Tak.,0
DFXG2mXoGj6,<Profile nivid_1__4 (63856019455)>,States of India:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile shubham_srt (7146688873)>,"Yesterday, I was trying to do something in which ChatGPT and Gemini were feeling. I’ll try this.",0
DFXG2mXoGj6,<Profile srujan_k21 (14540524905)>,:fire:,0
DFXG2mXoGj6,<Profile moazzamhaider (6031545799)>,The servers are slow,0
DFXG2mXoGj6,<Profile b_jon_i (56202472954)>,Oooa esa kse kiya tune,0
DFXG2mXoGj6,<Profile soumen_4776_official (5469006645)>,China ka Maal hai Sambhal ke raho :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile shivoham_cs (7605289468)>,Tere se pahle se janta hu,0
DFXG2mXoGj6,<Profile tanjarine_07 (26462584009)>,Maa choudai deepseek bachi Kahan gayii:skull:,0
DFXG2mXoGj6,<Profile agarwal._ryn (8100901455)>,Are bhaiya jo shuru mei clips dalte ho usko hi continue kardiya karo:persevering_face::smiling_face_with_tear:,0
DFXG2mXoGj6,<Profile probiocon (66404015844)>,It's Chinese is it safe??,0
DFXG2mXoGj6,<Profile omkorade_1 (6266092446)>,Who said we can't upload image's to it?,0
DFXG2mXoGj6,<Profile abhishek_anjana01 (22974257795)>,Haa bhai tu yehi kar sell kar khud kuch mat kar :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile palkesh.jain_ (1139261739)>,"Asked it for an EMI calculation, and it went to logarithms, exponentials, and so on. :face_with_tears_of_joy:",0
DFXG2mXoGj6,<Profile lakshya.naiin (50968770189)>,Bhaiii par ispar to attack hogya,0
DFXG2mXoGj6,<Profile incognavtto (11400115052)>,:skull: aare,0
DFXG2mXoGj6,<Profile thetechreviewdude (65191660869)>,"Read the terms and conditions properly regarding data collection data protection and data privacy they are very vague after that you will never use it , please read , don’t give your data to china , be safe , keep your data safe , don’t use deepseek",0
DFXG2mXoGj6,<Profile shivam_973_ (4100615994)>,:red_heart:,0
DFXG2mXoGj6,<Profile _bhgtttt (65591956033)>,Arey :rolling_on_the_floor_laughing::fire::raising_hands:,0
DFXG2mXoGj6,<Profile abdul.azeez.02 (53816715282)>,What about OPEN SOURCE :skull:,0
DFXG2mXoGj6,<Profile techcmr (39211163052)>,Chatgpt gear change kar sale :joystick::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile perfect_dude_rohan (11434308512)>,Open source? :face_screaming_in_fear:,0
DFXG2mXoGj6,<Profile tanish._shetty (55553595536)>,Bhai china to hamara data use karegana,0
DFXG2mXoGj6,<Profile picachoo_viz_608 (64024340560)>,"Arey htt nna:rolling_on_the_floor_laughing:, chatgpt&deepseek:raising_hands:",0
DFXG2mXoGj6,<Profile debrajdtta (51465492827)>,Hhhh,0
DFXG2mXoGj6,<Profile _rvpandey333 (62883178610)>,Context window is also lower right?,0
DFXG2mXoGj6,<Profile ayee_akash (1604301519)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile vannshbhatia (3993889607)>,Intro :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile ashmitdhiman31 (54306427278)>,Mere math ke question solve krdeta h vo bhi free me:loudly_crying_face::loudly_crying_face::red_heart:,0
DFXG2mXoGj6,<Profile tushar_mishra7844 (66934866636)>,Bhai aap kimi. Ai pa try karo,0
DFXG2mXoGj6,<Profile makkhere111 (6931021472)>,"Image wala bhi agaya hy bhai, tm peechy reh gayeee....",0
DFXG2mXoGj6,<Profile prannavv10 (48731179124)>,Better than chatgpt??? Abeyyy jaaa naaa,0
DFXG2mXoGj6,<Profile nobo_dy2156 (54480027484)>,Chinese hai believe kr skte hain kya ? Privacy pei b baat kro thoda,0
DFXG2mXoGj6,<Profile wasef2369 (68560105403)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile kapy__9749 (15479006938)>,Images dal sakte hai but search ko untick karna hoga @ezsnippet,0
DFXG2mXoGj6,<Profile ismart_situ (50776586007)>,Chatgpt lost his job for A.I:clown_face:,0
DFXG2mXoGj6,<Profile dhawan_omkar (14672154984)>,Chaina ko support kar rahe ho kya?,0
DFXG2mXoGj6,<Profile fit._doc (28341055809)>,PoV : Made in china,0
DFXG2mXoGj6,<Profile ashish_26791 (62347474194)>,,0
DFXG2mXoGj6,<Profile vishuuuuu.__ (5843983786)>,Paid,0
DFXG2mXoGj6,<Profile vishuuuuu.__ (5843983786)>,Paid,0
DFXG2mXoGj6,<Profile gargmradul28 (49323302625)>,How to join broadcast channel please help :folded_hands:,0
DFXG2mXoGj6,<Profile h4keepingitreal (57807257566)>,@gauravmehraa,0
DFXG2mXoGj6,<Profile kay_shariqhere (2243373320)>,Pareshan kab kia usne??? :loudly_crying_face:,0
DFXG2mXoGj6,<Profile chakradhar.kale.96k (45428643256)>,Also,0
DFXG2mXoGj6,<Profile mohittgakur3788 (38442585473)>,Dhuruv raathee :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile hsb.n_ (56573960638)>,"im just curious :thinking_face: if I ask chatGPT that in what stocks will give me big return, it will work??",0
DFXG2mXoGj6,<Profile thealbatross03 (48452053792)>,how to edit vedios like u,0
DFXG2mXoGj6,<Profile flavorfusion268 (47626201168)>,But some time slow,0
DFXG2mXoGj6,<Profile _nishantkarn_ (13041437762)>,Are we sending our data to china by using deepseek ????,0
DFXG2mXoGj6,<Profile theunrealofficial (1477902089)>,"@ezsnippet ; But Deepseek , sharma ja raha hai, when you ask about Taiwan :loudly_crying_face:",0
DFXG2mXoGj6,<Profile _dev_rj_19 (41527621303)>,Bro search Arunachal pardesh is from which country :face_with_tears_of_joy::rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile jiraya6949 (68602046360)>,"Chatgpt se better nhi ho Raha hai bhot time lene ke baad bhi keh raha hai"" server is busy . Try again later."". Bakwas aap hai abhi tak pata nhi aage sahi karde to thik hai. :thumbs_down_medium-light_skin_tone::thumbs_down_medium-light_skin_tone::thumbs_down_medium-light_skin_tone::thumbs_down_medium-light_skin_tone:",0
DFXG2mXoGj6,<Profile vipin_vmaurya (3434151189)>,"Tu bhi apna AI bna bhai, kab tak dusre desh ka tool use krenge",0
DFXG2mXoGj6,<Profile tushar_____1o (44238079109)>,USA :- chat gpt china:- Deepseek India:- VolkAi,0
DFXG2mXoGj6,<Profile rahuljex (3016766606)>,thats why China is a copy master but first mover always USA,0
DFXG2mXoGj6,<Profile genwinjay (57267372950)>,Maine iske launch ke agle din hi use Kiya tha aur ye sach mein acha hai.... literally thinks like a human,0
DFXG2mXoGj6,<Profile al_ex_rashid (45488186079)>,:rolling_on_the_floor_laughing:,0
